211,193
147,128
385,425
195,163
482,511
306,268
117,85
321,330
152,105
429,408
192,133
503,447
545,529
294,291
208,139
188,146
217,154
296,304
147,124
571,532
556,613
360,321
233,223
492,439
420,409
136,81
93,78
173,141
164,126
270,210
542,607
102,87
229,205
116,62
229,184
397,414
274,232
201,175
353,408
292,213
143,109
420,391
158,127
291,285
509,433
100,54
420,331
66,18
572,521
379,392
204,167
233,212
639,585
591,538
221,213
207,155
104,58
301,279
374,360
736,815
370,358
201,169
119,60
264,233
112,53
197,142
156,98
515,489
241,166
525,603
228,227
446,403
102,82
506,445
349,337
153,96
483,492
707,657
776,756
83,65
173,132
136,88
126,69
425,430
175,114
446,431
454,441
268,255
286,218
392,315
442,387
346,304
540,572
184,149
284,298
614,541
133,118
204,176
246,191
352,245
