218,154
189,99
225,146
205,137
127,64
373,253
543,395
158,92
152,102
177,96
352,245
280,203
423,276
306,182
315,227
283,184
165,90
293,238
105,48
169,115
123,68
448,295
153,79
220,104
301,203
184,113
58,25
351,251
184,136
294,199
92,32
412,310
281,215
242,142
460,305
171,93
346,239
345,219
239,132
167,106
183,115
210,137
162,120
305,210
319,214
213,133
204,154
84,41
214,127
288,189
342,219
273,180
142,72
260,188
296,212
269,196
186,120
444,366
116,55
232,149
236,140
146,74
113,55
139,70
156,76
435,323
416,296
197,130
139,59
311,199
162,78
346,232
179,100
352,250
367,224
416,326
133,64
127,61
267,151
216,156
298,221
475,366
139,71
327,256
213,138
380,263
176,97
265,166
154,89
323,215
100,44
127,65
75,38
110,60
179,114
273,197
318,209
102,51
199,122
227,176
